,dipole
3002,COC(=O)[C-](C#N)[NH+]=C(C(C)=O)c1ccccc1
3003,CC(c1ccccc1)=[N+](C)[C-](C)C#N
3004,CC=[NH+][C-](C(C)=O)c1ccccc1
3005,CNC(=O)C(=[NH+][CH-]C(=O)OC)c1ccccc1
3006,C[N-][NH+]=C(C#N)C#N
3007,C[CH-][O+]=C(C)C#N
3008,CC(=O)[CH-][O+]=C(C#N)c1ccccc1
3009,CNC(=O)C(=[O+][N-]C(C)=O)C(=O)NC
3010,COC(=O)C(C)=[NH+][N-]c1ccccc1
3011,CNC(=O)[C-](C(=O)NC)[N+](C)=C(C)C
3012,CC(=O)N=[N+](C)[O-]
3013,[CH2-][NH+]=C(C)C(=O)OC
3014,CC(=O)C(=[O+][N-]C#N)c1ccccc1
3015,CC(=O)C(C)=[NH+][C-](C(C)=O)C(C)=O
3016,CC(=[NH+][C-](C)C#N)c1ccccc1
3017,CNC(=O)C(C(=O)OC)=[N+](C)[C-](C#N)c1ccccc1
3018,CNC(=O)C(=[O+][C-](C(=O)OC)c1ccccc1)c1ccccc1
3019,CNC(=O)C=[NH+][C-](C)C(=O)OC
3020,CNC(=O)[C-]([NH+]=Cc1ccccc1)C(=O)NC
3021,CNC(=O)C(C)=[O+][C-](c1ccccc1)c1ccccc1
3022,C[CH-][N+](C)=C(C(=O)NC)C(=O)NC
3023,COC(=O)[C-](C#N)[N+](C)=C(C#N)c1ccccc1
3024,CNC(=O)C(=[NH+][C-](C)c1ccccc1)C(=O)OC
3025,CC(=O)C=[N+](C)[C-](C#N)C(C)=O
3026,CC(=O)[N-][O+]=C(C(C)=O)c1ccccc1
3027,COC(=O)[CH-][N+](C)=CC(C)=O
3028,COC(=O)C=[NH+][C-](c1ccccc1)c1ccccc1
3029,CC=[NH+][C-](C)c1ccccc1
3030,CC(=O)C(C(C)=O)=[N+](C)[CH-]C#N
3031,CNC(=O)[N-][NH+]=C(C(=O)OC)C(=O)OC
3032,COC(=O)[CH-][N+](C)=C(C#N)C(=O)OC
3033,COC(=O)C(C#N)=[NH+][O-]
3034,CNC(=O)C(C(=O)NC)=[N+](C)[C-](C#N)C(=O)OC
3035,CNC(=O)[N-][N+](C)=N
3036,CNC(=O)[C-](C(C)=O)[N+](C)=C(C(C)=O)C(C)=O
3037,CNC(=O)C(C(=O)NC)=[N+](C)[C-](C(=O)OC)c1ccccc1
3038,CNC(=O)[N-][NH+]=C(C(=O)OC)c1ccccc1
3039,COC(=O)[C-](C)[NH+]=C(C#N)C(C)=O
3040,CNC(=O)[C-]([NH+]=C(C#N)C(C)=O)C(=O)NC
3041,CNC(=O)C(=[NH+][N-]C#N)C(C)=O
3042,CNC(=O)C(=[O+][CH-]c1ccccc1)C(=O)OC
3043,CC(=O)C(C(C)=O)=[N+](C)[C-](C(C)=O)c1ccccc1
3044,CC(=O)C(C#N)=[N+](C)[C-](C(C)=O)C(C)=O
3045,CC(=O)C(=[NH+][CH-]c1ccccc1)c1ccccc1
3046,COC(=O)C=[NH+][CH-]c1ccccc1
3047,CNC(=O)C(C#N)=[NH+][CH-]C(=O)OC
3048,C[N+](=C(C#N)c1ccccc1)[C-](c1ccccc1)c1ccccc1
3049,COC(=O)N=[N+](C)[N-]c1ccccc1
3050,COC(=O)C(C(=O)OC)=[N+](C)[C-](C(=O)OC)c1ccccc1
3051,COC(=O)[C-]([O+]=C(C)C#N)c1ccccc1
3052,COC(=O)[N-][O+]=Cc1ccccc1
3053,COC(=O)C(C)=[O+][C-](C(=O)OC)C(=O)OC
3054,COC(=O)C(c1ccccc1)=[N+](C)[C-](C)c1ccccc1
3055,CNC(=O)[C-](C#N)[N+](C)=C(C(=O)OC)c1ccccc1
3056,COC(=O)C(C)=[O+][C-](C#N)c1ccccc1
3057,[CH2-][N+](C)=CC(=O)NC
3058,CC(=O)C(C(C)=O)=[N+](C)[C-](C#N)C#N
3059,CNC(=O)[N-][N+](C)=C(C)C
3060,CC(=O)C(C)=[O+][C-](c1ccccc1)c1ccccc1
3061,CC(=O)[C-](C#N)[N+](C)=C(C#N)c1ccccc1
3062,COC(=O)[C-](C(C)=O)[N+](C)=C(C)C#N
3063,COC(=O)C(C#N)=[O+][C-](C#N)c1ccccc1
3064,CC(=O)C(=[NH+][O-])C(C)=O
3065,COC(=O)N=[O+][NH-]
3066,C=[NH+][C-](C(=O)NC)c1ccccc1
3067,COC(=O)C(=[NH+][N-]c1ccccc1)C(C)=O
3068,C=[NH+][C-](C#N)c1ccccc1
3069,CC(=O)C(C)=[O+][C-](C)c1ccccc1
3070,CNC(=O)C(C(=O)NC)=[N+](C)[O-]
3071,CC(=O)[C-](C)[O+]=C(C)C
3072,CNC(=O)C=[O+][C-](C(C)=O)C(=O)NC
3073,CNC(=O)C(C(=O)OC)=[N+](C)[N-]C#N
3074,C[CH-][NH+]=C(C(C)=O)c1ccccc1
3075,CNC(=O)[C-](C)[N+](C)=C(C(=O)OC)c1ccccc1
3076,CNC(=O)[C-]([O+]=CC#N)C(=O)OC
3077,CNC(=O)C(=[NH+][C-](C#N)C(=O)OC)C(C)=O
3078,CC(=[O+][CH-]C#N)c1ccccc1
3079,CC(=O)C(=[O+][C-](C(C)=O)C(C)=O)c1ccccc1
3080,COC(=O)C(=[NH+][C-](C(C)=O)C(C)=O)C(=O)OC
3081,CN=[NH+][O-]
3082,CNC(=O)C=[N+](C)[C-](C#N)C#N
3083,CC(=O)C(C)=[N+](C)[CH-]C#N
3084,CC(=O)C(=[O+][CH-]c1ccccc1)c1ccccc1
3085,CNC(=O)[C-](c1ccccc1)[N+](C)=C(C)C
3086,CC(=O)[C-](C#N)[N+](C)=CC#N
3087,CC(=O)C(C)=[O+][N-]c1ccccc1
3088,CC(C)=[O+][CH-]C#N
3089,CC(=O)C(=[NH+][C-](C)C(C)=O)C(C)=O
3090,CC(=O)C(=[O+][C-](C#N)C(C)=O)C(C)=O
3091,CNC(=O)C(C#N)=[NH+][C-](C#N)C(C)=O
3092,CNC(=O)C(=[NH+][C-](C#N)C(C)=O)C(=O)OC
3093,C=[N+](C)[CH-]C(C)=O
3094,COC(=O)C(C#N)=[O+][C-](C#N)C(C)=O
3095,CC(=O)[C-](C)[NH+]=Cc1ccccc1
3096,CNC(=O)C(C#N)=[NH+][C-](C(=O)OC)c1ccccc1
3097,CNC(=O)[C-](c1ccccc1)[N+](C)=C(c1ccccc1)c1ccccc1
3098,CNC(=O)C(=[NH+][C-](C#N)c1ccccc1)c1ccccc1
3099,N#CC(=[O+][O-])c1ccccc1
3100,CC(C)=[N+](C)[CH-]C#N
3101,CC(=O)C(C)=[O+][C-](C(C)=O)C(C)=O
3102,C[N+](=Nc1ccccc1)[N-]c1ccccc1
3103,CC(=O)C(=[O+][CH-]C#N)c1ccccc1
3104,COC(=O)C(C)=[O+][N-]c1ccccc1
3105,COC(=O)C=[NH+][C-](C#N)C(C)=O
3106,CNC(=O)C=[O+][N-]C#N
3107,COC(=O)C(c1ccccc1)=[N+](C)[N-]C(C)=O
3108,CNC(=O)C=[NH+][C-](C(C)=O)c1ccccc1
3109,CC(=O)[C-](C#N)[O+]=C(C)C#N
3110,CC(=[NH+][CH-]c1ccccc1)c1ccccc1
3111,COC(=O)C(C(=O)OC)=[N+](C)[C-](C#N)C(C)=O
3112,CNC(=O)C(=[O+][N-]C(=O)OC)C(=O)NC
3113,C[N+]([O-])=Cc1ccccc1
3114,CC(=O)[CH-][N+](C)=C(C#N)c1ccccc1
3115,CNC(=O)C(=[O+][C-](C#N)C(=O)NC)C(=O)OC
3116,CC(=O)[CH-][NH+]=C(C#N)C#N
3117,COC(=O)[CH-][O+]=C(c1ccccc1)c1ccccc1
3118,N#CC(=[NH+][CH-]c1ccccc1)c1ccccc1
3119,[CH2-][N+](C)=C(C(C)=O)C(=O)OC
0,C[C-](C)[N+]#N
1,CNC(=O)[C-]([N+]#CC#N)C(=O)NC
2,COC(=O)[C-]([N+]#Cc1ccccc1)C(=O)OC
3,CNC(=O)C#[N+][C-](C(=O)NC)c1ccccc1
4,CC(=O)[C-](C#N)[N+]#CC#N
5,COC(=O)[C-](C)[N+]#CC(C)=O
6,CNC(=O)[N-][N+]#N
7,CNC(=O)[C-](C)[N+]#CC#N
8,COC(=O)C#[N+][NH-]
9,CC#[N+][N-]C
10,CC(=O)[C-](C#N)[N+]#N
11,COC(=O)C#[N+][C-](C(C)=O)c1ccccc1
12,CC(=O)C#[N+][NH-]
13,C#[N+][N-]C(C)=O
14,N#[N+][C-](c1ccccc1)c1ccccc1
15,CNC(=O)[C-]([N+]#CC(C)=O)C(=O)NC
16,C[C-](C)[N+]#CC#N
17,CNC(=O)[C-]([N+]#Cc1ccccc1)C(=O)OC
18,CC#[N+][N-]C#N
19,[CH2-][N+]#Cc1ccccc1
20,COC(=O)C#[N+][CH-]C(=O)OC
21,[CH2-][N+]#CC(=O)NC
22,C#[N+][C-](C(=O)NC)C(=O)OC
23,CC#[N+][C-](C)C#N
24,CNC(=O)C#[N+][N-]C(=O)OC
25,COC(=O)[C-]([N+]#CC(C)=O)C(C)=O
26,CC#[N+][C-](C)C(C)=O
27,C[C-]([N+]#CC#N)c1ccccc1
28,COC(=O)C#[N+][N-]C#N
29,C[N-][N+]#N
30,N#C[C-]([N+]#Cc1ccccc1)c1ccccc1
31,CNC(=O)[C-]([N+]#CC#N)C(=O)OC
32,CC#[N+][C-](C)c1ccccc1
33,COC(=O)[CH-][N+]#Cc1ccccc1
34,C#[N+][C-](C(=O)NC)c1ccccc1
35,CNC(=O)[C-]([N+]#Cc1ccccc1)c1ccccc1
36,CC#[N+][C-](C(C)=O)c1ccccc1
37,COC(=O)C#[N+][C-](C)c1ccccc1
38,COC(=O)[N-][N+]#N
39,CNC(=O)[C-](C#N)[N+]#Cc1ccccc1
40,COC(=O)[C-]([N+]#N)c1ccccc1
41,CC#[N+][C-](C#N)C#N
42,CNC(=O)[CH-][N+]#CC(=O)OC
43,COC(=O)C#[N+][C-](C)C#N
44,CNC(=O)C#[N+][C-](C)C(=O)NC
45,CC#[N+][CH-]c1ccccc1
46,CNC(=O)C#[N+][C-](C#N)c1ccccc1
47,COC(=O)[N-][N+]#CC#N
48,CNC(=O)C#[N+][N-]C(C)=O
49,C#[N+][C-](C(C)=O)C(=O)NC
50,CC#[N+][C-](C)C
51,CNC(=O)C#[N+][C-](C(=O)OC)c1ccccc1
52,CNC(=O)C#[N+][C-](C(=O)NC)C(=O)NC
53,C#[N+][CH-]c1ccccc1
54,CC#[N+][C-](C#N)C(C)=O
55,N#CC#[N+][CH-]c1ccccc1
56,C#[N+][C-](C#N)C(=O)NC
57,CC#[N+][C-](C)C(=O)NC
58,CC#[N+][CH-]C(=O)OC
59,CC(=O)C#[N+][N-]C(C)=O
60,CNC(=O)[C-](C#N)[N+]#CC(=O)OC
61,[CH2-][N+]#CC(C)=O
62,COC(=O)[C-](C)[N+]#CC#N
63,CC(=O)[C-](C#N)[N+]#Cc1ccccc1
64,COC(=O)C#[N+][C-](C(=O)OC)c1ccccc1
65,CC(=O)C#[N+][CH-]C#N
66,CC#[N+][C-](C(=O)NC)C(=O)OC
67,COC(=O)[C-]([N+]#CC#N)c1ccccc1
68,CNC(=O)[C-](C)[N+]#N
69,CNC(=O)[C-]([N+]#CC(C)=O)c1ccccc1
70,CNC(=O)C#[N+][C-](c1ccccc1)c1ccccc1
71,C#[N+][C-](C)C(=O)NC
72,COC(=O)[C-]([N+]#CC(C)=O)C(=O)OC
73,COC(=O)[C-]([N+]#CC#N)C(=O)OC
74,C[C-](C#N)[N+]#CC#N
75,COC(=O)C#[N+][C-](C(C)=O)C(=O)OC
76,CC#[N+][C-](c1ccccc1)c1ccccc1
77,CC(=O)[C-](C)[N+]#CC#N
78,CC(=O)C#[N+][N-]C#N
79,C[CH-][N+]#CC(=O)OC
80,CNC(=O)[CH-][N+]#N
81,C[CH-][N+]#CC(=O)NC
82,COC(=O)C#[N+][CH-]c1ccccc1
83,COC(=O)[C-](C#N)[N+]#Cc1ccccc1
84,CC#[N+][N-]C(C)=O
85,CNC(=O)C#[N+][C-](C(C)=O)C(=O)OC
86,N#CC#[N+][N-]c1ccccc1
87,CNC(=O)[C-]([N+]#CC(=O)OC)c1ccccc1
88,CNC(=O)[C-](C#N)[N+]#CC#N
89,COC(=O)C#[N+][C-](C#N)C#N
90,CC(=O)C#[N+][C-](C)c1ccccc1
91,CC(=O)[CH-][N+]#N
92,N#[N+][CH-]c1ccccc1
93,COC(=O)C#[N+][CH-]C#N
94,CNC(=O)[C-]([N+]#CC#N)c1ccccc1
95,C#[N+][C-](C(C)=O)c1ccccc1
96,C(#[N+][N-]c1ccccc1)c1ccccc1
97,CNC(=O)[N-][N+]#CC#N
98,COC(=O)[C-]([N+]#N)C(=O)OC
99,C#[N+][CH-]C(=O)OC
100,CC#[N+][CH-]C(=O)NC
101,CNC(=O)[N-][N+]#CC(C)=O
102,CNC(=O)C#[N+][C-](C#N)C(=O)NC
103,COC(=O)[CH-][N+]#N
104,CC#[N+][C-](C#N)C(=O)NC
105,CNC(=O)C#[N+][CH-]C(=O)NC
106,N#CC#[N+][C-](C#N)c1ccccc1
107,COC(=O)C#[N+][CH-]C(C)=O
108,CNC(=O)C#[N+][C-](C(=O)OC)C(=O)OC
109,CNC(=O)C#[N+][C-](C#N)C(C)=O
110,C[N-][N+]#CC(=O)NC
111,COC(=O)C#[N+][C-](C#N)c1ccccc1
112,CNC(=O)C#[N+][NH-]
113,CC#[N+][CH-]C
114,C[C-](C)[N+]#Cc1ccccc1
115,N#C[N-][N+]#Cc1ccccc1
116,CNC(=O)[C-]([N+]#CC(C)=O)C(=O)OC
117,COC(=O)[C-]([N+]#N)C(C)=O
118,CC(=O)C#[N+][C-](C#N)C(C)=O
119,CC#[N+][C-](C(=O)OC)c1ccccc1
120,COC(=O)C#[N+][C-](C#N)C(=O)OC
121,N#C[CH-][N+]#Cc1ccccc1
122,C#[N+][C-](C)C#N
123,COC(=O)C#[N+][C-](C(C)=O)C(C)=O
124,C#[N+][C-](C(C)=O)C(=O)OC
125,CNC(=O)C#[N+][C-](C(C)=O)C(C)=O
126,[O-][N+]#Cc1ccccc1
127,CNC(=O)[C-](C#N)[N+]#N
128,COC(=O)[C-](C#N)[N+]#N
129,COC(=O)C#[N+][O-]
130,COC(=O)C#[N+][C-](c1ccccc1)c1ccccc1
131,C#[N+][N-]C(=O)NC
132,CNC(=O)[N-][N+]#CC(=O)OC
133,CNC(=O)[C-]([N+]#N)c1ccccc1
134,CC(=O)C#[N+][CH-]C(C)=O
135,CC(=O)[C-]([N+]#CC#N)C(C)=O
136,C#[N+][N-]C(=O)OC
137,COC(=O)[C-](C#N)[N+]#CC#N
138,C[CH-][N+]#Cc1ccccc1
139,CNC(=O)[C-](C)[N+]#CC(=O)OC
140,CNC(=O)[C-]([N+]#CC(=O)OC)C(C)=O
141,CNC(=O)[CH-][N+]#Cc1ccccc1
142,CC(=O)[C-](C)[N+]#N
143,COC(=O)[C-](C)[N+]#Cc1ccccc1
144,CNC(=O)C#[N+][CH-]c1ccccc1
145,COC(=O)C#[N+][N-]C(C)=O
146,N#[N+][N-]c1ccccc1
147,COC(=O)C#[N+][N-]C(=O)OC
148,CNC(=O)[C-](C#N)[N+]#CC(C)=O
149,COC(=O)[CH-][N+]#CC(C)=O
150,CNC(=O)C#[N+][C-](C)C#N
151,COC(=O)[C-](C)[N+]#N
152,CC(=O)[C-]([N+]#Cc1ccccc1)c1ccccc1
153,CC(=O)[C-]([N+]#N)C(C)=O
154,C[N-][N+]#Cc1ccccc1
155,CC(=O)C#[N+][C-](C)C
156,CNC(=O)[C-]([N+]#CC(C)=O)C(C)=O
157,C[N-][N+]#CC#N
158,CC(=O)[C-]([N+]#N)c1ccccc1
159,N#C[C-]([N+]#N)c1ccccc1
160,N#CC#[N+][C-](c1ccccc1)c1ccccc1
161,[NH-][N+]#Cc1ccccc1
162,CC(=O)C#[N+][C-](C)C(C)=O
163,C#[N+][C-](C)c1ccccc1
164,CC(=O)C#[N+][C-](C)C#N
165,CC#[N+][C-](C(=O)OC)C(=O)OC
166,[CH2-][N+]#CC(=O)OC
167,CC(=O)C#[N+][C-](C#N)c1ccccc1
168,CC(=O)C#[N+][C-](C(C)=O)c1ccccc1
169,C[N-][N+]#CC(=O)OC
170,COC(=O)C#[N+][C-](C)C(=O)OC
171,CNC(=O)C#[N+][CH-]C(C)=O
172,CNC(=O)C#[N+][N-]c1ccccc1
173,CNC(=O)C#[N+][C-](C)C(=O)OC
174,COC(=O)[C-](C#N)[N+]#CC(C)=O
175,C#[N+][N-]c1ccccc1
176,C#[N+][C-](C)C
177,CC#[N+][CH-]C(C)=O
178,C#[N+][C-](C#N)c1ccccc1
179,CNC(=O)C#[N+][N-]C#N
180,[CH2-][N+]#CC
181,C[C-](C#N)[N+]#Cc1ccccc1
182,CNC(=O)[C-]([N+]#N)C(=O)OC
183,N#C[C-](C#N)[N+]#Cc1ccccc1
184,C#[N+][C-](C#N)C(=O)OC
185,CC(=O)C#[N+][O-]
186,CC#[N+][O-]
187,COC(=O)C#[N+][C-](C)C(C)=O
188,C#[N+][N-]C
189,CC#[N+][N-]c1ccccc1
190,CC(=O)[CH-][N+]#CC#N
191,CNC(=O)C#[N+][N-]C(=O)NC
192,COC(=O)[C-]([N+]#CC#N)C(C)=O
193,C[C-]([N+]#Cc1ccccc1)c1ccccc1
194,CC(=O)[CH-][N+]#Cc1ccccc1
195,CC(=O)C#[N+][C-](C(C)=O)C(C)=O
196,C#[N+][CH-]C
197,CC#[N+][C-](C#N)C(=O)OC
198,CC(=O)[N-][N+]#CC#N
199,COC(=O)C#[N+][N-]c1ccccc1
200,CC(=O)[C-]([N+]#CC#N)c1ccccc1
201,C#[N+][C-](C#N)C(C)=O
202,COC(=O)[N-][N+]#Cc1ccccc1
203,C#[N+][C-](c1ccccc1)c1ccccc1
204,CC(=O)C#[N+][CH-]c1ccccc1
205,CNC(=O)C#[N+][C-](C(=O)NC)C(=O)OC
206,CC(=O)C#[N+][C-](C#N)C#N
207,C#[N+][C-](C(=O)NC)C(=O)NC
208,C[C-](C#N)[N+]#N
209,COC(=O)[CH-][N+]#CC#N
210,CNC(=O)C#[N+][C-](C)C(C)=O
211,C[N-][N+]#CC(C)=O
212,CNC(=O)C#[N+][C-](C#N)C(=O)OC
213,CNC(=O)[C-]([N+]#CC(=O)OC)C(=O)NC
214,C(#[N+][CH-]c1ccccc1)c1ccccc1
215,CNC(=O)[C-]([N+]#Cc1ccccc1)C(C)=O
216,CC#[N+][N-]C(=O)OC
217,CC#[N+][CH-]C#N
218,CNC(=O)C#[N+][CH-]C(=O)OC
219,COC(=O)[C-]([N+]#CC(C)=O)c1ccccc1
220,COC(=O)C#[N+][C-](C(=O)OC)C(=O)OC
221,CNC(=O)C#[N+][C-](C(C)=O)c1ccccc1
222,C#[N+][C-](C(C)=O)C(C)=O
223,CNC(=O)C#[N+][O-]
224,C[CH-][N+]#N
225,CNC(=O)[C-]([N+]#CC(=O)OC)C(=O)OC
226,CNC(=O)C#[N+][C-](C(C)=O)C(=O)NC
227,CNC(=O)[CH-][N+]#CC(C)=O
228,CC#[N+][C-](C(C)=O)C(=O)NC
229,C#[N+][CH-]C(C)=O
230,C#[N+][CH-]C(=O)NC
231,CC(=O)[C-]([N+]#Cc1ccccc1)C(C)=O
232,CC(=O)[C-](C)[N+]#Cc1ccccc1
233,C[CH-][N+]#CC#N
234,CNC(=O)[CH-][N+]#CC#N
235,CNC(=O)[C-]([N+]#N)C(=O)NC
236,C#[N+][C-](C)C(C)=O
237,CNC(=O)[C-](C)[N+]#CC(C)=O
238,CC(=O)[N-][N+]#N
239,COC(=O)C#[N+][C-](C#N)C(C)=O
240,C[C-]([N+]#N)c1ccccc1
241,COC(=O)[C-]([N+]#Cc1ccccc1)c1ccccc1
242,CNC(=O)C#[N+][CH-]C#N
243,COC(=O)[N-][N+]#CC(C)=O
244,C[CH-][N+]#CC(C)=O
245,C(#[N+][C-](c1ccccc1)c1ccccc1)c1ccccc1
246,CC#[N+][NH-]
247,CC(=O)[N-][N+]#Cc1ccccc1
248,CC#[N+][C-](C#N)c1ccccc1
249,CNC(=O)C#[N+][C-](C#N)C#N
250,C#[N+][C-](C(=O)OC)C(=O)OC
251,COC(=O)C#[N+][C-](C)C
252,CC#[N+][C-](C)C(=O)OC
253,CC(=O)C#[N+][N-]c1ccccc1
254,CC#[N+][C-](C(C)=O)C(=O)OC
255,CNC(=O)[C-](C)[N+]#Cc1ccccc1
256,COC(=O)[C-]([N+]#Cc1ccccc1)C(C)=O
257,CNC(=O)[C-]([N+]#Cc1ccccc1)C(=O)NC
258,CC#[N+][C-](C(=O)NC)C(=O)NC
259,C#[N+][C-](C(=O)OC)c1ccccc1
260,CC#[N+][N-]C(=O)NC
261,CC#[N+][C-](C(=O)NC)c1ccccc1
262,CC#[N+][C-](C(C)=O)C(C)=O
263,CNC(=O)[C-]([N+]#CC#N)C(C)=O
264,CC(=O)C#[N+][C-](c1ccccc1)c1ccccc1
265,CNC(=O)[C-]([N+]#N)C(C)=O
266,CNC(=O)C#[N+][C-](C)c1ccccc1
267,C#[N+][C-](C)C(=O)OC
268,CNC(=O)C#[N+][C-](C)C
269,CNC(=O)[N-][N+]#Cc1ccccc1
0,COC(=O)c1oc(=O)[c-](C(=O)OC)[n+]1C
1,CC(=O)[c-]1[o+]coc1=O
2,O=c1[n-][o+]c(-c2ccccc2)o1
3,COC(=O)c1[nH+][n-]c(=O)o1
4,CNC(=O)c1oc(=O)[c-](-c2ccccc2)[n+]1C
5,CNC(=O)c1oc(=O)[c-](C(=O)OC)[o+]1
6,COC(=O)[c-]1[nH+]c(C(C)=O)oc1=O
7,COC(=O)c1[nH+][c-](C#N)c(=O)o1
8,COC(=O)[c-]1[o+]c(C#N)oc1=O
9,CNC(=O)[c-]1c(=O)oc(C(C)=O)[n+]1C
10,C[c-]1c(=O)oc(C#N)[n+]1C
11,COC(=O)[c-]1[o+]c(-c2ccccc2)oc1=O
12,O=c1[cH-][o+]c(-c2ccccc2)o1
13,CNC(=O)c1oc(=O)[c-](C#N)[n+]1C
14,CNC(=O)c1[nH+][n-]c(=O)o1
15,CC(=O)c1oc(=O)[c-](C#N)[o+]1
16,CNC(=O)c1oc(=O)[n-][n+]1C
17,C[c-]1[nH+]c(C#N)oc1=O
18,CC(=O)[c-]1[o+]c(C)oc1=O
19,CC(=O)[c-]1c(=O)on[n+]1C
20,Cc1oc(=O)[n-][o+]1
21,CNC(=O)c1[nH+][c-](C(=O)NC)c(=O)o1
22,C[c-]1c(=O)on[n+]1C
23,COC(=O)c1oc(=O)[c-](C#N)[o+]1
24,Cc1oc(=O)[n-][n+]1C
25,Cc1oc(=O)[cH-][o+]1
26,Cc1oc(=O)[c-](-c2ccccc2)[n+]1C
27,N#Cc1oc(=O)[c-](-c2ccccc2)[o+]1
28,COC(=O)[c-]1[o+]c(C)oc1=O
29,CNC(=O)[c-]1c(=O)oc[n+]1C
30,CNC(=O)[c-]1[nH+]noc1=O
31,CNC(=O)[c-]1[o+]c(-c2ccccc2)oc1=O
32,CNC(=O)[c-]1c(=O)oc(C(=O)OC)[n+]1C
33,COC(=O)[c-]1c(=O)oc(C#N)[n+]1C
34,CC(=O)c1[nH+][c-](C)c(=O)o1
35,CC(=O)[c-]1[nH+]c(C)oc1=O
36,CNC(=O)[c-]1[o+]c(C)oc1=O
37,CC(=O)c1[nH+][c-](-c2ccccc2)c(=O)o1
38,CC(=O)[c-]1[nH+]noc1=O
39,CNC(=O)c1oc(=O)[c-](C)[o+]1
40,Cc1oc(=O)[c-](C#N)[n+]1C
41,CC(=O)[c-]1c(=O)oc(C#N)[n+]1C
42,Cc1oc(=O)[cH-][n+]1C
43,CNC(=O)[c-]1[nH+]c(-c2ccccc2)oc1=O
44,Cc1[nH+][n-]c(=O)o1
45,C[c-]1[o+]noc1=O
46,O=c1on[o+][c-]1-c1ccccc1
47,O=c1oc(-c2ccccc2)[nH+][c-]1-c1ccccc1
48,Cc1oc(=O)[c-](-c2ccccc2)[o+]1
49,COC(=O)c1[nH+][c-](C(=O)OC)c(=O)o1
50,CNC(=O)c1[nH+][c-](C(=O)OC)c(=O)o1
51,O=c1oc(-c2ccccc2)[o+][c-]1-c1ccccc1
52,CNC(=O)c1oc(=O)[c-](C(=O)OC)[n+]1C
53,CC(=O)c1oc(=O)[cH-][o+]1
54,Cc1oc(=O)[c-](C)[o+]1
55,COC(=O)c1oc(=O)[c-](C)[n+]1C
56,CNC(=O)c1[nH+][c-](-c2ccccc2)c(=O)o1
57,C[c-]1c(=O)oc[n+]1C
58,CNC(=O)[c-]1c(=O)oc(C#N)[n+]1C
59,C[n+]1[n-]c(=O)oc1-c1ccccc1
60,CC(=O)c1[nH+][cH-]c(=O)o1
61,Cc1[nH+][c-](-c2ccccc2)c(=O)o1
62,CNC(=O)[c-]1[nH+]c(C)oc1=O
63,C[c-]1c(=O)oc(-c2ccccc2)[n+]1C
64,CC(=O)[c-]1[nH+]c(C#N)oc1=O
65,CNC(=O)[c-]1c(=O)on[n+]1C
66,N#Cc1[nH+][c-](-c2ccccc2)c(=O)o1
67,CC(=O)[c-]1[nH+]coc1=O
68,COC(=O)[c-]1[o+]noc1=O
69,C[n+]1coc(=O)[c-]1-c1ccccc1
70,CC(=O)c1oc(=O)[c-](-c2ccccc2)[o+]1
71,COC(=O)[c-]1c(=O)oc(C)[n+]1C
72,COC(=O)c1[nH+][c-](-c2ccccc2)c(=O)o1
73,COC(=O)c1[nH+][c-](C(C)=O)c(=O)o1
74,CC(=O)c1[nH+][n-]c(=O)o1
75,C[c-]1[o+]c(C#N)oc1=O
76,Cc1[nH+][c-](C#N)c(=O)o1
77,Cc1oc(=O)[c-](C#N)[o+]1
78,COC(=O)[c-]1[nH+]c(-c2ccccc2)oc1=O
79,C[c-]1[nH+]coc1=O
80,N#C[c-]1[o+]c(-c2ccccc2)oc1=O
81,CNC(=O)c1oc(=O)[cH-][n+]1C
82,CNC(=O)[c-]1[o+]coc1=O
83,COC(=O)c1oc(=O)[n-][n+]1C
84,COC(=O)[c-]1[nH+]c(C)oc1=O
85,COC(=O)[c-]1[o+]c(C(C)=O)oc1=O
86,CNC(=O)[c-]1[o+]c(C(=O)OC)oc1=O
87,COC(=O)[c-]1c(=O)oc(-c2ccccc2)[n+]1C
88,C[n+]1c(C#N)oc(=O)[c-]1-c1ccccc1
89,CC(=O)[c-]1[o+]noc1=O
90,CNC(=O)[c-]1c(=O)oc(C)[n+]1C
91,O=c1on[nH+][c-]1-c1ccccc1
92,CC(=O)c1oc(=O)[n-][o+]1
93,COC(=O)c1oc(=O)[cH-][n+]1C
94,CNC(=O)[c-]1[nH+]coc1=O
95,C[n+]1noc(=O)[c-]1-c1ccccc1
96,CNC(=O)c1oc(=O)[c-](C(=O)NC)[o+]1
97,CC(=O)[c-]1[nH+]c(-c2ccccc2)oc1=O
98,CNC(=O)[c-]1[nH+]c(C#N)oc1=O
99,COC(=O)[c-]1[nH+]c(C#N)oc1=O
100,Cc1oc(=O)[c-](C)[n+]1C
101,CNC(=O)c1oc(=O)[cH-][o+]1
102,CC(=O)c1oc(=O)[c-](-c2ccccc2)[n+]1C
103,COC(=O)c1oc(=O)[c-](C(=O)OC)[o+]1
104,CNC(=O)c1[nH+][c-](C(C)=O)c(=O)o1
105,O=c1oc[o+][c-]1-c1ccccc1
106,CC(=O)[c-]1c(=O)oc(-c2ccccc2)[n+]1C
107,CNC(=O)c1[nH+][cH-]c(=O)o1
108,CNC(=O)c1oc(=O)[n-][o+]1
109,CNC(=O)c1[nH+][c-](C#N)c(=O)o1
110,COC(=O)[c-]1[nH+]coc1=O
